
 ___________
\___________/
     ___________      ______
    \___________/     | ___ \
 ___________          | |_/ /__ _ __ ___  ___  ___
\___________/         |  __/ _ \ '__/ __|/ _ \/ __|
 ___                  | | |  __/ |  \__ \  __/\__ \
\___/                 \_|  \___|_|  |___/\___||___/  0.53.1
time="2026-05-08T22:42:46+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/__mf/js/AlertManager.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Tempo/__mf/js/async/__federation_expose_TempoExplorer.8d4424e2.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Tempo/__mf/js/async/4793.4fc513d0.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/__federation_expose_PrometheusLabelNamesVariable.e524cab6.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesQuery.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/mf-manifest.json
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/__federation_expose_PrometheusPromQLVariable.c52e7d2f.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Autocomplete_Autocomplete_js-node_modules_mdi-material-ui_C-6ea878.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/5922.d1619ac1.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertTable.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/2186.e58838a5.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/9836.00da6086.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/3184.6b4ad42e.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/9605.a92ec9c1.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/__federation_expose_PrometheusExplorer.f4a5fd3b.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/__federation_expose_ClickHouseDatasource.cf1e9c78.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/ClickHouse.2fcd9604.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_SilenceTable.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/9754.9efd83f1.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/1825.3b06cbc6.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/6045.424732f1.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/__federation_expose_ClickHouseTimeSeriesQuery.ca467582.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerAlertsExplorer.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=200 uri="/proxy/globaldatasources/prometheuslocal/api/v1/label/job/values?start=1778269366&end=1778272966"
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/__federation_expose_ClickHouseLogQuery.54a525e9.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesExplorer.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/mf-manifest.json
time="2026-05-08T22:42:47+02:00" level=info method=GET status=200 uri=/proxy/globaldatasources/alertmanagerlocal/api/v2/silences
time="2026-05-08T22:42:47+02:00" level=info method=GET status=200 uri=/proxy/globaldatasources/alertmanagerlocal/api/v2/alerts
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/Pyroscope.fe7f8cab.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/__federation_expose_PyroscopeDatasource.76576e15.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/6436.716bd9af.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/2575.ef0a81fb.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/7197.de83428e.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/__federation_expose_PyroscopeProfileQuery.d1556f4a.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/9040.7c3b0fb9.js
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Typography_Typography_js-node_modules_perses-dev_core_dist_-a20b8f.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerAlertsQuery.js.map
time="2026-05-08T22:42:47+02:00" level=info method=POST status=200 uri=/api/v1/view
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_LazyTextField_tsx-src_model_index_ts.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesQuery.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Autocomplete_Autocomplete_js-node_modules_mdi-material-ui_C-6ea878.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertTable.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerAlertsExplorer.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_SilenceTable.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesExplorer.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:42:47+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
